PowerB: 70,PowerC: 70,SpeedB: 520.0,SpeedC: 510.0,GyroAngle: -899.0
PowerB: 70,PowerC: 70,SpeedB: 520.0,SpeedC: 520.0,GyroAngle: -901.0
PowerB: 70,PowerC: 70,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -903.0
PowerB: 69,PowerC: 71,SpeedB: 570.0,SpeedC: 560.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: -903.0
PowerB: 69,PowerC: 71,SpeedB: 520.0,SpeedC: 510.0,GyroAngle: -903.0
PowerB: 70,PowerC: 70,SpeedB: 590.0,SpeedC: 600.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 470.0,SpeedC: 460.0,GyroAngle: -903.0
PowerB: 69,PowerC: 71,SpeedB: 620.0,SpeedC: 620.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 460.0,SpeedC: 470.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 600.0,SpeedC: 590.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 520.0,GyroAngle: -903.0
PowerB: 69,PowerC: 71,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -903.0
PowerB: 70,PowerC: 70,SpeedB: 590.0,SpeedC: 600.0,GyroAngle: -903.0
PowerB: 70,PowerC: 70,SpeedB: 460.0,SpeedC: 460.0,GyroAngle: -903.0
PowerB: 69,PowerC: 71,SpeedB: 630.0,SpeedC: 620.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: -903.0
PowerB: 69,PowerC: 71,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -903.0
PowerB: 70,PowerC: 70,SpeedB: 480.0,SpeedC: 490.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 590.0,SpeedC: 600.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 520.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 490.0,SpeedC: 490.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 490.0,SpeedC: 490.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 600.0,SpeedC: 590.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 520.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 520.0,SpeedC: 510.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 520.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 590.0,SpeedC: 600.0,GyroAngle: -903.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 490.0,SpeedC: 490.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: -903.0
PowerB: 70,PowerC: 70,SpeedB: 490.0,SpeedC: 490.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 600.0,SpeedC: 590.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 480.0,SpeedC: 490.0,GyroAngle: -904.0
PowerB: 70,PowerC: 70,SpeedB: 520.0,SpeedC: 520.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 600.0,SpeedC: 590.0,GyroAngle: -904.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -904.0
PowerB: 0,PowerC: 0,SpeedB: 420.0,SpeedC: 430.0,GyroAngle: -902.0
PowerB: 0,PowerC: 0,SpeedB: 40.0,SpeedC: 50.0,GyroAngle: -900.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -900.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -900.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -900.0
PowerB: -36,PowerC: 36,SpeedB: -30930.0,SpeedC: -30890.0,GyroAngle: -891.0
PowerB: -36,PowerC: 36,SpeedB: -190.0,SpeedC: 170.0,GyroAngle: -806.0
PowerB: -38,PowerC: 38,SpeedB: -230.0,SpeedC: 180.0,GyroAngle: -709.0
PowerB: -39,PowerC: 39,SpeedB: -230.0,SpeedC: 220.0,GyroAngle: -605.0
PowerB: -39,PowerC: 39,SpeedB: -190.0,SpeedC: 190.0,GyroAngle: -514.0
PowerB: -38,PowerC: 38,SpeedB: -200.0,SpeedC: 210.0,GyroAngle: -417.0
PowerB: -38,PowerC: 38,SpeedB: -200.0,SpeedC: 210.0,GyroAngle: -321.0
PowerB: -38,PowerC: 38,SpeedB: -200.0,SpeedC: 210.0,GyroAngle: -226.0
PowerB: -37,PowerC: 37,SpeedB: -210.0,SpeedC: 220.0,GyroAngle: -126.0
PowerB: 0,PowerC: 0,SpeedB: -190.0,SpeedC: 190.0,GyroAngle: -35.0
PowerB: 0,PowerC: 0,SpeedB: -70.0,SpeedC: 70.0,GyroAngle: -4.0
PowerB: 0,PowerC: 0,SpeedB: -10.0,SpeedC: 30.0,GyroAngle: 5.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 4.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 4.0
PowerB: 68,PowerC: 72,SpeedB: 2070.0,SpeedC: -1840.0,GyroAngle: 9.0
PowerB: 68,PowerC: 72,SpeedB: 500.0,SpeedC: 500.0,GyroAngle: 11.0
PowerB: 65,PowerC: 75,SpeedB: 590.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 66,PowerC: 74,SpeedB: 510.0,SpeedC: 530.0,GyroAngle: 6.0
PowerB: 67,PowerC: 73,SpeedB: 510.0,SpeedC: 530.0,GyroAngle: 12.0
PowerB: 68,PowerC: 72,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: 16.0
PowerB: 69,PowerC: 71,SpeedB: 560.0,SpeedC: 580.0,GyroAngle: 18.0
PowerB: 69,PowerC: 71,SpeedB: 490.0,SpeedC: 500.0,GyroAngle: 19.0
PowerB: 69,PowerC: 71,SpeedB: 600.0,SpeedC: 600.0,GyroAngle: 21.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 550.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 490.0,SpeedC: 490.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 600.0,SpeedC: 590.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 460.0,SpeedC: 460.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 600.0,SpeedC: 590.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 520.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 600.0,SpeedC: 600.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 520.0,SpeedC: 510.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 490.0,SpeedC: 510.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 490.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 71,PowerC: 69,SpeedB: 560.0,SpeedC: 600.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 520.0,SpeedC: 520.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 570.0,SpeedC: 560.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 490.0,SpeedC: 490.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 520.0,SpeedC: 510.0,GyroAngle: 22.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: 22.0
PowerB: 69,PowerC: 71,SpeedB: 600.0,SpeedC: 590.0,GyroAngle: 22.0
PowerB: 0,PowerC: 0,SpeedB: 250.0,SpeedC: 250.0,GyroAngle: 20.0
PowerB: 0,PowerC: 0,SpeedB: 10.0,SpeedC: 10.0,GyroAngle: 19.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 20.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 20.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 20.0
PowerB: -36,PowerC: 36,SpeedB: -24820.0,SpeedC: -24710.0,GyroAngle: 43.0
PowerB: -36,PowerC: 36,SpeedB: -210.0,SpeedC: 180.0,GyroAngle: 134.0
PowerB: -38,PowerC: 38,SpeedB: -210.0,SpeedC: 170.0,GyroAngle: 225.0
PowerB: -38,PowerC: 38,SpeedB: -240.0,SpeedC: 230.0,GyroAngle: 334.0
PowerB: -38,PowerC: 38,SpeedB: -180.0,SpeedC: 190.0,GyroAngle: 420.0
PowerB: -38,PowerC: 38,SpeedB: -210.0,SpeedC: 210.0,GyroAngle: 520.0
PowerB: -38,PowerC: 38,SpeedB: -210.0,SpeedC: 220.0,GyroAngle: 620.0
PowerB: -37,PowerC: 37,SpeedB: -190.0,SpeedC: 200.0,GyroAngle: 710.0
PowerB: -37,PowerC: 37,SpeedB: -200.0,SpeedC: 210.0,GyroAngle: 807.0
PowerB: 0,PowerC: 0,SpeedB: -180.0,SpeedC: 200.0,GyroAngle: 895.0
PowerB: 0,PowerC: 0,SpeedB: -100.0,SpeedC: 90.0,GyroAngle: 939.0
PowerB: 0,PowerC: 0,SpeedB: -20.0,SpeedC: 30.0,GyroAngle: 950.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 949.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 948.0
PowerB: 95,PowerC: 100,SpeedB: 2350.0,SpeedC: -1730.0,GyroAngle: 960.0
PowerB: 93,PowerC: 100,SpeedB: 560.0,SpeedC: 520.0,GyroAngle: 968.0
PowerB: 90,PowerC: 100,SpeedB: 820.0,SpeedC: 770.0,GyroAngle: 957.0
PowerB: 91,PowerC: 100,SpeedB: 760.0,SpeedC: 780.0,GyroAngle: 964.0
PowerB: 93,PowerC: 100,SpeedB: 640.0,SpeedC: 680.0,GyroAngle: 971.0
