PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 570.0,GyroAngle: -1.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 510.0,GyroAngle: 0.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 0.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 530.0,GyroAngle: 0.0
PowerB: 0,PowerC: 0,SpeedB: 450.0,SpeedC: 440.0,GyroAngle: -1.0
PowerB: 0,PowerC: 0,SpeedB: 60.0,SpeedC: 60.0,GyroAngle: -2.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -2.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -2.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -2.0
PowerB: 77,PowerC: -77,SpeedB: -37010.0,SpeedC: -37150.0,GyroAngle: -23.0
PowerB: 77,PowerC: -77,SpeedB: 250.0,SpeedC: -320.0,GyroAngle: -145.0
PowerB: 77,PowerC: -77,SpeedB: 320.0,SpeedC: -440.0,GyroAngle: -288.0
PowerB: 77,PowerC: -77,SpeedB: 390.0,SpeedC: -410.0,GyroAngle: -438.0
PowerB: 77,PowerC: -77,SpeedB: 420.0,SpeedC: -380.0,GyroAngle: -591.0
PowerB: 77,PowerC: -77,SpeedB: 440.0,SpeedC: -320.0,GyroAngle: -741.0
PowerB: 0,PowerC: 0,SpeedB: 350.0,SpeedC: -170.0,GyroAngle: -863.0
PowerB: 0,PowerC: 0,SpeedB: 80.0,SpeedC: -60.0,GyroAngle: -891.0
PowerB: 0,PowerC: 0,SpeedB: 20.0,SpeedC: 0.0,GyroAngle: -899.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -896.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -897.0
PowerB: 70,PowerC: 70,SpeedB: -2250.0,SpeedC: 2330.0,GyroAngle: -897.0
PowerB: 71,PowerC: 69,SpeedB: 450.0,SpeedC: 460.0,GyroAngle: -898.0
PowerB: 73,PowerC: 67,SpeedB: 520.0,SpeedC: 560.0,GyroAngle: -890.0
PowerB: 74,PowerC: 66,SpeedB: 550.0,SpeedC: 530.0,GyroAngle: -894.0
PowerB: 73,PowerC: 67,SpeedB: 550.0,SpeedC: 530.0,GyroAngle: -901.0
PowerB: 72,PowerC: 68,SpeedB: 560.0,SpeedC: 530.0,GyroAngle: -906.0
PowerB: 71,PowerC: 69,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -908.0
PowerB: 71,PowerC: 69,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -911.0
PowerB: 71,PowerC: 69,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -914.0
PowerB: 71,PowerC: 69,SpeedB: 550.0,SpeedC: 540.0,GyroAngle: -917.0
PowerB: 70,PowerC: 70,SpeedB: 520.0,SpeedC: 510.0,GyroAngle: -918.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -919.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -918.0
PowerB: 71,PowerC: 69,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -918.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -918.0
PowerB: 68,PowerC: 72,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -918.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: -917.0
PowerB: 68,PowerC: 72,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -917.0
PowerB: 68,PowerC: 72,SpeedB: 520.0,SpeedC: 520.0,GyroAngle: -917.0
PowerB: 68,PowerC: 72,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -917.0
PowerB: 68,PowerC: 72,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 550.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 68,PowerC: 72,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 590.0,SpeedC: 600.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 560.0,SpeedC: 570.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -917.0
PowerB: 69,PowerC: 71,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -916.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 530.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 520.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 530.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -917.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 530.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 570.0,SpeedC: 570.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 560.0,SpeedC: 590.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 590.0,SpeedC: 570.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 68,PowerC: 72,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -916.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -915.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -915.0
PowerB: 0,PowerC: 0,SpeedB: 390.0,SpeedC: 380.0,GyroAngle: -918.0
PowerB: 0,PowerC: 0,SpeedB: 40.0,SpeedC: 40.0,GyroAngle: -919.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -919.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -919.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -919.0
PowerB: -77,PowerC: 77,SpeedB: -37180.0,SpeedC: -36950.0,GyroAngle: -900.0
PowerB: -77,PowerC: 77,SpeedB: -310.0,SpeedC: 250.0,GyroAngle: -768.0
PowerB: -77,PowerC: 77,SpeedB: -450.0,SpeedC: 300.0,GyroAngle: -616.0
PowerB: -77,PowerC: 77,SpeedB: -450.0,SpeedC: 350.0,GyroAngle: -460.0
PowerB: -77,PowerC: 77,SpeedB: -410.0,SpeedC: 410.0,GyroAngle: -307.0
PowerB: 0,PowerC: 0,SpeedB: -340.0,SpeedC: 390.0,GyroAngle: -163.0
PowerB: 0,PowerC: 0,SpeedB: -140.0,SpeedC: 190.0,GyroAngle: -88.0
PowerB: 0,PowerC: 0,SpeedB: -30.0,SpeedC: 60.0,GyroAngle: -70.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 10.0,GyroAngle: -68.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -69.0
PowerB: 68,PowerC: 72,SpeedB: 2380.0,SpeedC: -1960.0,GyroAngle: -64.0
PowerB: 68,PowerC: 72,SpeedB: 490.0,SpeedC: 480.0,GyroAngle: -64.0
PowerB: 65,PowerC: 75,SpeedB: 550.0,SpeedC: 520.0,GyroAngle: -72.0
PowerB: 66,PowerC: 74,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -68.0
PowerB: 68,PowerC: 72,SpeedB: 520.0,SpeedC: 550.0,GyroAngle: -61.0
PowerB: 69,PowerC: 71,SpeedB: 530.0,SpeedC: 550.0,GyroAngle: -57.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 520.0,GyroAngle: -54.0
PowerB: 69,PowerC: 71,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -53.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -51.0
PowerB: 68,PowerC: 72,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: -49.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -49.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -50.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -51.0
PowerB: 70,PowerC: 70,SpeedB: 560.0,SpeedC: 560.0,GyroAngle: -51.0
PowerB: 70,PowerC: 70,SpeedB: 590.0,SpeedC: 590.0,GyroAngle: -52.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -53.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -54.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -54.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -55.0
PowerB: 68,PowerC: 72,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -55.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -54.0
PowerB: 69,PowerC: 71,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -51.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: -49.0
PowerB: 69,PowerC: 71,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -47.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 550.0,GyroAngle: -45.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -45.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -46.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -47.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -47.0
PowerB: 71,PowerC: 69,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -48.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -49.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -49.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -50.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -51.0
PowerB: 70,PowerC: 70,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -51.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -52.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -53.0
PowerB: 70,PowerC: 70,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: -53.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: -54.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -55.0
PowerB: 70,PowerC: 70,SpeedB: 540.0,SpeedC: 560.0,GyroAngle: -55.0
PowerB: 67,PowerC: 73,SpeedB: 620.0,SpeedC: 590.0,GyroAngle: -55.0
PowerB: 69,PowerC: 71,SpeedB: 530.0,SpeedC: 550.0,GyroAngle: -52.0
PowerB: 69,PowerC: 71,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: -50.0
PowerB: 69,PowerC: 71,SpeedB: 530.0,SpeedC: 550.0,GyroAngle: -48.0
PowerB: 69,PowerC: 71,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: -46.0
PowerB: 0,PowerC: 0,SpeedB: 450.0,SpeedC: 450.0,GyroAngle: -47.0
PowerB: 0,PowerC: 0,SpeedB: 60.0,SpeedC: 60.0,GyroAngle: -47.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -47.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -47.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: -47.0
PowerB: -77,PowerC: 77,SpeedB: -24920.0,SpeedC: -24730.0,GyroAngle: -27.0
PowerB: -77,PowerC: 77,SpeedB: -310.0,SpeedC: 260.0,GyroAngle: 104.0
PowerB: -77,PowerC: 77,SpeedB: -440.0,SpeedC: 280.0,GyroAngle: 250.0
PowerB: -77,PowerC: 77,SpeedB: -440.0,SpeedC: 330.0,GyroAngle: 409.0
PowerB: -77,PowerC: 77,SpeedB: -420.0,SpeedC: 400.0,GyroAngle: 564.0
PowerB: -77,PowerC: 77,SpeedB: -370.0,SpeedC: 420.0,GyroAngle: 716.0
PowerB: 0,PowerC: 0,SpeedB: -140.0,SpeedC: 180.0,GyroAngle: 788.0
PowerB: 0,PowerC: 0,SpeedB: -30.0,SpeedC: 60.0,GyroAngle: 806.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 808.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 806.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 808.0
PowerB: 100,PowerC: 100,SpeedB: 2510.0,SpeedC: -1800.0,GyroAngle: 809.0
PowerB: 94,PowerC: 100,SpeedB: 680.0,SpeedC: 570.0,GyroAngle: 810.0
PowerB: 91,PowerC: 100,SpeedB: 740.0,SpeedC: 690.0,GyroAngle: 800.0
PowerB: 93,PowerC: 100,SpeedB: 750.0,SpeedC: 780.0,GyroAngle: 807.0
PowerB: 95,PowerC: 100,SpeedB: 760.0,SpeedC: 800.0,GyroAngle: 816.0
PowerB: 95,PowerC: 100,SpeedB: 770.0,SpeedC: 800.0,GyroAngle: 822.0
PowerB: 97,PowerC: 100,SpeedB: 740.0,SpeedC: 750.0,GyroAngle: 827.0
PowerB: 97,PowerC: 100,SpeedB: 780.0,SpeedC: 810.0,GyroAngle: 832.0
PowerB: 98,PowerC: 100,SpeedB: 790.0,SpeedC: 800.0,GyroAngle: 835.0
PowerB: 98,PowerC: 100,SpeedB: 790.0,SpeedC: 800.0,GyroAngle: 837.0
PowerB: 99,PowerC: 100,SpeedB: 790.0,SpeedC: 800.0,GyroAngle: 840.0
PowerB: 99,PowerC: 100,SpeedB: 800.0,SpeedC: 810.0,GyroAngle: 841.0
PowerB: 99,PowerC: 100,SpeedB: 800.0,SpeedC: 800.0,GyroAngle: 843.0
PowerB: 99,PowerC: 100,SpeedB: 800.0,SpeedC: 810.0,GyroAngle: 845.0
PowerB: 99,PowerC: 100,SpeedB: 760.0,SpeedC: 760.0,GyroAngle: 846.0
PowerB: 97,PowerC: 100,SpeedB: 790.0,SpeedC: 810.0,GyroAngle: 848.0
PowerB: 0,PowerC: 0,SpeedB: 770.0,SpeedC: 750.0,GyroAngle: 846.0
PowerB: 0,PowerC: 0,SpeedB: 230.0,SpeedC: 220.0,GyroAngle: 845.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 845.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 845.0
PowerB: 0,PowerC: 0,SpeedB: 0.0,SpeedC: 0.0,GyroAngle: 845.0
